Voyage ID,Vessel name,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,Year of arrival at port of disembarkation,Slaves arrived at 1st port,Captain's name
47552,Santíssimo Sacramento e Almas,Rio de Janeiro,Luanda,Rio de Janeiro,1701,,"Crestelo, Antônio Dias"
47553,NS da Penha da França,Rio de Janeiro,Luanda,Rio de Janeiro,1699,,"Silva, André da"
47554, ,Rio de Janeiro,Luanda,Rio de Janeiro,1699,,"Silva, José da"
47555, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1700,,"Santos, Manoel Ferreira dos"
47556,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1698,,"Silva, Francisco da Cunha"
47557,Taquiriçá,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1699,,
47558,NS de Roque Amador,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1700,,
47559,Taquiriçá,"Pernambuco, port unspecified",Luanda,Paraiba,1698,,
47560, ,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1699,,
47561, ,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1699,,
47562,NS do Bonsucesso,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1700,,"Matos, Manoel Ferreira de"
47563,NS do Carmo e Almas,"Southeast Brazil, port unspecified",Luanda,Rio de Janeiro,1700,,"Ramos, Domingos"
47564,NS da Vitória S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1702,,"Aquiles, Francisco"
47565,NS da Ajuda e Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1706,,"Porto, Manoel da Costa"
47566,S João Almas e NS do Pilar,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1706,,"Lopes, Sebastião"
47567,Farto,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1701,,
47568,NS do Rosario S Antônio,"Bahia, port unspecified",Princes Island,"Bahia, port unspecified",1701,,"Cabral, Matias"
47569,NS das Brotas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1707,,"Batista, Francisco"
47571,NS da Oliveira e Almas,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1720,,"Reinão, Manoel Gonçalves (a) Reynaut"
47572,NS Mãe de Deus e S José,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1720,,"Jorge, José"
47573, ,Rio de Janeiro,Costa da Mina,Rio de Janeiro,1722,,
47574, ,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1723,,"Torres, Souza"
47575, ,"Bahia, port unspecified",Jacquin,"Bahia, port unspecified",1726,,"Calado, José de Almeida"
47576,NS da Boa Morte e S,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1726,,"Gonçalves, Francisco"
47577,S Francisco e NS de Bonsucesso,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1726,,
47578,NS da Boa Morte e S Caetano (a) S Antonio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1728,,"Leite, Antônio Varela"
47579,NS da Oliveira S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1729,,"Silva, João dos Passos da"
47580,NS da Piedade Chagas S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1729,,"Gonçalves, Antônio Pinheiro"
47581,NS de Nazaré S Antônio e Almas,"Bahia, port unspecified",Elmina,"Bahia, port unspecified",1731,,"Pereira, Nunes"
47582,NS do Livramento S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1730,,"Castro, Manoel de"
47583,NS das Sete Chagas S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1731,,
47584,NS de Nazaré e S Antônio das Barreiras,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1732,,"Ferreira, Manoel"
47585, ,"Southeast Brazil, port unspecified",Costa da Mina,Rio de Janeiro,1733,229,
47586, ,,Benguela,,1738,,
47587, ,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1738,,"Silva, Marcos Gomes da"
47588, ,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1740,,
47589,Jesus Maria José e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1740,,"Vieira, Francisco de Souza<br/> Serra, Francisco da Silva"
47590, ,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1747,,
47591, ,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1747,,
47592, ,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1748,,
47593,NS de Guadalupe Santana S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1748,,"Braga, Antônio José de"
47594,NS do Socorro S Antônio e Almas,"Bahia, port unspecified",Princes Island,"Bahia, port unspecified",1748,,"Oliveira, João Gonçalves de"
47595, ,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1749,,
47596, ,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1750,,
47597, ,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1750,,
47598, ,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1750,,
47599, ,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1750,,
47600, ,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1750,,
47601, ,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1750,,
47602, ,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1753,,
47603, ,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1751,,
47604, ,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1751,,
47606,Sr do Bonfim S Pedro e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1752,,"Lima, Manoel Gonçalves"
47607, ,"Bahia, port unspecified",Benguela,Rio de Janeiro,1753,,
47608, ,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1753,,
47609, ,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1753,,
47610, ,,Whydah,"Americas, region unspecified",1753,,"Mota, Francisco"
47611, ,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1753,,
47612,S João Batista e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1753,,
47613,NS da Conceição e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1757,,"Machado, Manoel"
47614,NS da Conceição e Almas,"Bahia, port unspecified",Princes Island,"Bahia, port unspecified",1756,166,"Esteves, Antônio José"
47615,Santana S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1757,,"Mateus, Manoel Antônio"
47616,NS dos Prazeres S José e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1756,,
47617,NS da Conceição S João e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1759,,
47618,NS da Boa Viagem e Três Reis Magos,"Southeast Brazil, port unspecified",Badagry/Apa,Rio de Janeiro,1763,,"Loureiro, Manoel"
47619,Sr Jesus do Bonfim S Pedro e S Antônio,Lisbon,Luanda,,1763,,
47620,NS do Rosario S Antônio e Almas,"Southeast Brazil, port unspecified",Whydah,Rio de Janeiro,1764,,"Silva, Luís Vieira da"
47621,Santana S Antônio e Almas,"Southeast Brazil, port unspecified",Whydah,Rio de Janeiro,1764,,"Mateus, Manoel Antônio"
47622, ,"Southeast Brazil, port unspecified",Ardra,Rio de Janeiro,1765,,"Coutinho, Manoel Ferreira"
47623,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1765,,
47625,NS do Rosario S Antônio e Almas,"Southeast Brazil, port unspecified",Porto Novo,Rio de Janeiro,1765,,"Chaves, Manoel Rodrigues"
47626,NS da Ajuda e S José,Rio de Janeiro,Epe,Rio de Janeiro,1766,,"Lobo, Manoel Fernandes"
47628,Santana S Antônio e Almas,"Southeast Brazil, port unspecified",Epe,Rio de Janeiro,1767,,"Coutinho, Vicente Pereira"
47629,Santana S Antônio e Almas,"Southeast Brazil, port unspecified",Costa da Mina,Rio de Janeiro,1767,,"Souza, Francisco Vicente de (a) Fouzão"
47630,NS da Conceição S Antônio e Almas,"Southeast Brazil, port unspecified",Whydah,Rio de Janeiro,1769,,"Góes, Nicolau Tolentino"
47632,NS da Conceição S Antônio e Almas,"Southeast Brazil, port unspecified",Epe,Rio de Janeiro,1770,,"Rodrigues, Geraldo do Pinho"
47633,NS da Guia e Santana,"Southeast Brazil, port unspecified",Badagry/Apa,Rio de Janeiro,1770,,"Rosa, Antônio Garcia"
47634,NS do Carmo S Antônio e Almas,Rio de Janeiro,Badagry/Apa,Rio de Janeiro,1770,,"Teles, Antônio de Souza"
47635,NS da Conceição,"Southeast Brazil, port unspecified",Costa da Mina,Rio de Janeiro,1771,,"Cerqueira, José Lopes de"
47636,NS da Conceição e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1767,,"Fontana, João Anastácio"
47637,NS da Glória,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1766,,"José, Belchior"
47638,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1766,,"Teles, Antônio de Souza"
47639,Santíssimo Sacramento e Todos os Santos,"Pernambuco, port unspecified",Porto Novo,"Pernambuco, port unspecified",1766,,"Teixeira, Francisco Rodrigues"
47640,S José S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1766,,"Souza, Manoel Teixeira de"
47641,NS do Monserrat,Rio de Janeiro,Luanda,"Bahia, port unspecified",1610,,"Dias, Domingos"
47642,NS das Necessidades,,"Africa., port unspecified",Cartagena,1698,343,"Cardoso, João Gomes"
47643,NS de Belém,,Princes Island,Cartagena,1698,476,"Deus, Antonio Henriques de"
47644,S Joao Batista,,"Africa., port unspecified",Cartagena,1698,340,"Pereira, Francisco"
47645,NS de Carmem,,Princes Island,Cartagena,1699,417,"Rocha, Antônio Gonçalves da"
47646,NSr do Bonfim,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1766,,"Silva, Antônio da"
47647, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1767,,"Costa, Matias da"
47648,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1768,,"Rosa, José Gomes"
47649,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1767,,"Teles, Antônio de Souza"
47650,NS de Oliveira S Luzia e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1767,,"Mota, Francisco Luís da"
47651,NS da Piedade S Antônio e Almas,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1768,,"Lemos, Manoel de"
47652,NS do Livramento e Santana,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1768,,"Marques, Antônio Gonçalves"
47653,NS Mãe de Deus,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1768,,"Leite, João Ferreira"
47654,NS da Conceição da Ponte S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1769,,"Lisboa, Clemente Martins"
47655,NS da Piedade S Antônio e Almas,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1769,,"Quaresma, Luís Pereira"
47656,NS de Guadalupe e Sr Bom Jesus dos Navegantes,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1769,,"Cardoso, Manoel dos Santos"
47657,S Antônio,Lisbon,Luanda,,1769,,
47658,S Antônio,Lisbon,Luanda,,1770,,
47659,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1691,,"Santiago, Manoel Caldeira"
47660,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1691,,
47661,NS Mãe de Deus e S Tomé,Rio de Janeiro,Benguela,Rio de Janeiro,1796,276,"Francisco, José"
47664,Esgueira,"Southeast Brazil, port unspecified",Benguela,Rio de Janeiro,1805,546,"Silva, Antônio José da"
47666,Santana S Antônio e Almas,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1769,,"Livramento, Manoel da Graça"
47667,Bom Jesus de Bouças S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1771,,"Ferreira, Manoel"
47668,NS da Conceição da Ponte S José e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1771,,"Cunha, Manoel José da"
47669,NS da Conceição S José e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1771,,"Braga, Manoel da Costa"
47670,NS de Guadalupe e Sr Bom Jesus dos Navegantes,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1771,,"Costa, Possidônio da"
47671,NSr do Bonfim NS dos Remédios e S Antônio,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1771,,"Tosta, João José"
47672,NS dos Prazeres e S Pedro Gonçalves,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1773,,"Tosta, João José"
47673,Santíssimo Sacramento e Todos os Santos,"Pernambuco, port unspecified",Whydah,"Pernambuco, port unspecified",1771,291,"Melo, André Vieira de"
47674,NS da Glória e Boa Viagem,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1772,,"Silva, Inácio José da"
47675,NS da Guia S Antônio e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1772,,
47676,NS da Natividade e S Francisco Xavier,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1772,,"Teixeira, Francisco Rodrigues"
47677,NS da Penha da França S Francisco e S Domingos,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1772,,"Rosa, Antônio Garcia"
47678,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1772,,"Silva, José Fernandes da"
47679,S Antônio e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1772,,
47680,Santana e S Domingos,Lisbon,Luanda,,1772,,"Sena, Bernardino"
47681,S Isabel Rainha de Portugal,Lisbon,Benguela,"Bahia, port unspecified",1773,,"Pereira, Baltasar Félix"
47682,S Isabel Rainha de Portugal,Lisbon,Luanda,,1774,,"Ferreira, Francisco Antônio"
47683,S José e S Antônio,Lisbon,Benguela,,1782,,"Fontes, João Francisco"
47684,Postilhão,"Pernambuco, port unspecified",Luanda,Paraiba,1784,,
47685,NS do Monte do Carmo e S Pedro,Lisbon,Luanda,,1783,,"Souza, Sebastião Pinto de"
47686,S João Batista,Lisbon,Cape Verde Islands,Maranhao,1775,,"Silva, Francisco de Sales e"
47687,NS das Brotas e S João Nepomuceno Perjuíba,Rio de Janeiro,Benguela,Rio de Janeiro,1809,,"Silva, Antônio José da"
47688,S Antônio Destemido,Rio de Janeiro,Malembo,Rio de Janeiro,1818,,"Silva, José Leite da"
47689,NS da Barroquinha,Lisbon,Luanda,,1774,,"Lemos, Manoel José"
47690,NS da Barroquinha e Santana,Lisbon,Luanda,,1774,,"Santos, José Carneiro dos"
47693,NS da Conceição e S Rita,Lisbon,Benguela,,1779,,"Santos, Lourenço Gomes dos"
47694,NS da Lapa e S José,Lisbon,Luanda,,1779,,"Santos, Antônio da Silva"
47695,NS do Rosario S Antônio e Almas,Lisbon,Benguela,,1779,,"Viana, José Luís"
47698,NS da Barroquinha e Santana,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1776,,"Coimbra, Joaquim José"
47699,NS dos Prazeres e Santíssimo Sacramento,Lisbon,Luanda,,1778,,"Pereira, José Antônio"
47700,NS de Belém S José e S Francisco de Paula,Lisbon,Luanda,,1780,,"Silva, Bernardo Antônio da"
47702,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1783,,
47703,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1783,,
47704,NS da Luz e Corpo Santo,Lisbon,Luanda,,1783,,"Lisboa, Antônio Duarte"
47705,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1784,,
47706,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1784,,"Pires, Luís José"
47707,NS da Guia S Antônio e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1784,,
47709,S João S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1784,,
47710,NS da Conceição Princesa,Cape of Good Hope,Benguela,"Bahia, port unspecified",1785,,"Moura, José Gervásio"
47711,NS da Conceição S Antônio e Almas,Lisbon,Mozambique,,1785,,"Moreira, José Alves"
47712,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1785,,
47713,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1785,,"Ribeiro, Simão de Brito (Neto)"
47714,NS da Conceição S Gregório e Almas,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1785,,"Gonçalves, João"
47715,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1785,,
47716,Santíssimo Sacramento e Todos os Santos,Lisbon,Benguela,,1786,,"Melo, José Rodrigues de"
47719,Americano,,Bissau,Maranhao,1787,226,"Costa, Silvestre Manoel Pereira da"
47720,NS da Conceição Flor do Mar,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1787,,
47721,NS de Nazaré e S José,Lisbon,Costa da Mina,"Bahia, port unspecified",1787,,"Viana, Joaquim Pedro"
47722,NS do Cabo,Lisbon,Benguela,,1787,,"Lisboa, Antônio José da Silva"
47723,S Isabel,,Bissau,Para,1787,,"Carvalho, Bernardo da Costa"
47724,NS da Graça e Infante Carlota,Lisbon,Bissau,Maranhao,1788,14,"Duarte, Joaquim Ribeiro"
47726,NS Mãe dos Homens Vitória e Almas (a) Jararaca,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1788,381,"Rocha, Caetano José da"
47727,NS da Conceição e Todos os Santos,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1788,,"Maurício, Inácio Ferreira"
47728,NS da Glória Santana e Almas,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1788,,"Lucena, Francisco José de"
47729,S Jorge,Lisbon,Bissau,Maranhao,1788,44,"Medeiros, Tomás Joaquim de"
47730,Santana S Antônio e Almas,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1788,39,"Azevedo, Pedro Alexandrino Soares de"
47732,Sultana,Lisbon,Benguela,,1788,,"Melo, Francisco José"
47733,S Jorge,,"Senegambia and offshore Atlantic, port unspecified",Maranhao,1790,214,"Rosa, Joaquim dos Santos"
47734,S Jorge,Lisbon,Bissau,Maranhao,1791,57,"Rosa, Joaquim dos Santos<br/> Luis, Antonio José"
47735,S João Batista,,"Senegambia and offshore Atlantic, port unspecified",Maranhao,1790,86,"Falcão, João"
47736,S João Batista,,Bissau,Maranhao,1791,,"Falcão, João"
47737,NS de Belém,,Bissau,Maranhao,1789,232,"Leão, José das Neves"
47738,Minerva,"Pernambuco, port unspecified",Bissau,Rio Grande do Norte,1793,206,"Leão, José das Neves"
47740,NS da Penha da França e Indústria,,Bissau,Maranhao,1789,57,"Tomás, José Antônio<br/> Pedroso, Nicolau João"
47741,Brinquedo dos Meninos,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1810,,
47742,Santana,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1801,,
47743,Xixarro,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1801,,
47744,NS da Anunciação,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1803,,
47745,Tritão,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1803,321,"Silva, Manoel Duarte da"
47746,Princesa,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1805,369,"Souza, João Batista"
47747,Três Irmãos (a) Tritão,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1801,,
47748,NS da Graça e Sr do Bonfim,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1798,,"Lima, João de Deus"
47950,NS de Belém,"Bahia, port unspecified",Mozambique,"Bahia, port unspecified",1786,,"Santos, Luís Gomes dos"
47951,Santíssimo Sacramento e NS Mãe dos Homens,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1785,,
47952,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1784,,
47953,Sabiá (a) Salaiá,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1783,,"Fonseca, Manoel Pereira de"
47954,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1782,,
47955,NS Mãe dos Homens,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1781,,"Santos, José Ricardo dos"
47956,NS do Livramento e S José,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1781,,
47957,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1782,89,"Ferreira, Miguel de Arruda"
47958,NS Mãe de Deus e S José,"Bahia, port unspecified",Calabar,"Bahia, port unspecified",1714,,"Visa, João Gomes"
47959,NS do Amparo,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1712,,"Guimarães, João da Silva"
47960,Vulcano,Rio de Janeiro,Mozambique,Rio de Janeiro,1826,,
47962,S José Diligente Vulcano,Rio de Janeiro,Cabinda,Rio de Janeiro,1819,,"Alves, Isidoro"
47963,S José Diligente Vulcano,Rio de Janeiro,Cabinda,Rio de Janeiro,1814,,"Alves, Isidoro"
47964,NS da Conceição e S Antônio da Ilha do Príncipe,"Bahia, port unspecified",Princes Island,"Bahia, port unspecified",1710,,"Fagundes, Silvestre"
47965,Voador,Lisbon,Cabinda,"Brazil, port unspecified",1827,,"Guimarães, Luís Antônio"
47966,Voador,Rio de Janeiro,Madagascar,Rio de Janeiro,1820,290,"Rodrigues, Antônio Feliciano"
47967,NS da Conceição e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1709,,"Castro, José de"
47972,S Antônio e S Luís,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1707,,"Luís, Veríssimo"
47973,Vigilante,Rio de Janeiro,Mozambique,Rio de Janeiro,1812,,"Silva, Manoel Lopes da"
47974,S Cristo e NS da Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1706,,"Brandão, José Marques"
47976,Vasco da Gama,Rio de Janeiro,Cabinda,Rio de Janeiro,1812,,"Couto, João Batista do"
47977,Urânia,Rio de Janeiro,Luanda,Rio de Janeiro,1817,,"Sodré, Manoel Antônio"
47978,União,Rio de Janeiro,Cabinda,Rio de Janeiro,1818,,"Caldeira, Antônio Gomes"
47980,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1704,,"Álvares, Manoel Luís"
47981,Triunfo do Rio,Rio de Janeiro,Cabinda,Rio de Janeiro,1817,,"Marquede, Leandro Jaques"
47982,Triunfo do Brasil,Rio de Janeiro,Benguela,Rio de Janeiro,1816,,"Carrilho, João Rodrigues"
47983,Seis de Fevereiro,Rio de Janeiro,Quilimane,Rio de Janeiro,1823,,"Moreira, José Lopes da Costa (Jr)"
47984,S Rosa,Rio de Janeiro,Cabinda,Rio de Janeiro,1812,,"Sá, Teodoro José de"
47985,S Pedro do Sul,Rio de Janeiro,Cabinda,Rio de Janeiro,1822,,"Lima, José Joaquim de"
47986,S Pedro Águia,Rio de Janeiro,Luanda,,1819,,"Costa, Teodósio da"
47987,Santíssimo Sacramento e NS da Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1701,,"Costa, Manoel da"
47988,S José,Rio de Janeiro,Luanda,Rio de Janeiro,1810,,"Pereira, João"
47989,S João Americano,Rio de Janeiro,Benguela,Rio de Janeiro,1813,,"Rubim, Teodoro de Souza"
47990,NS do Pilar e S Fé,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1699,,"Ponte, João de Souza da"
47991,NS das Neves e S Tomé,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1699,,
47992,S Antônio Destemido,Rio de Janeiro,"Africa., port unspecified",Rio de Janeiro,1817,,"Silva, José Leite da"
47993,Rio Jordão,Rio de Janeiro,Cabinda,Rio de Janeiro,1819,,"Souza, José Pinto de"
47994,Restauradora,Rio de Janeiro,Benguela,Rio de Janeiro,1810,,"Leão, José das Neves"
47995,Restaurador,Lisbon,Luanda,,1818,,
47996,Restaurador,Lisbon,Cabinda,,1816,,"Cardoso, Estevão José"
47997,Resolução,Rio de Janeiro,Mozambique,Rio de Janeiro,1814,,"Souza, Luís Inácio de"
47998,Reino do Brasil,"Southeast Brazil, port unspecified",Mozambique,Rio de Janeiro,1825,,
47999,Divina Providência,Rio de Janeiro,Malembo,Rio de Janeiro,1824,,"Coelho, João Batista"
48000,Príncipe Regente,Rio de Janeiro,Mozambique,Rio de Janeiro,1821,,"Moraes, José de"
48001,Bom Jesus de Vilanova _______,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1736,,"Jardim, Manoel Gomes"
48002,Jesus Maria José,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1736,,"Farto, Manoel Rodrigues"
48003,NS da Conceição,Rio de Janeiro,Luanda,Rio de Janeiro,1736,,
48005,NS das Rosas S Antônio e Almas,Lisbon,Luanda,,1736,,"Pinto, José de Moraes"
48006,NS dos Remédios e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1736,,"Marques, Domingos"
48007,NS S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1736,209,"Chaves, João de Lemos"
48008,S José,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1736,,
48012,Bom Jesus e S Quitéria,Lisbon,Luanda,,1737,,"Belém, Manoel Francisco"
48013,NS ________ e S Elias,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1737,,"_____, Domingos _____"
48016,NS das Almas,Rio de Janeiro,Luanda,Rio de Janeiro,1737,,
48018,NS do Monte e Santiago,Rio de Janeiro,Luanda,Rio de Janeiro,1737,,"Nunes, José de Queiróz"
49120,Arsênia,Rio de Janeiro,Malembo,Rio de Janeiro,1828,236,"Carneiro, Francisco Luís"
49121,Boa União,"Pernambuco, port unspecified",Luanda,Rio de Janeiro,1828,371,"Ferreira, José da Rosa"
49122,Camões,Rio de Janeiro,Luanda,Rio de Janeiro,1828,,"Feijó, José Joaquim Souza"
49123,Comerciante,Rio de Janeiro,Luanda,Rio de Janeiro,1828,444,"Pacheco, José Jacinto"
49124,Estrela do Cabo,Rio de Janeiro,Luanda,Rio de Janeiro,1828,463,"Santos, José Vitorino dos"
49125,Paula,Rio de Janeiro,Congo River,Rio de Janeiro,1828,277,"Neves, Maximiliano José das"
49126,Santana Flor de Luanda,Rio de Janeiro,Ambriz,Rio de Janeiro,1828,385,"Abreu, Luís da Silva"
49128,Lucrécia,Rio de Janeiro,Cabinda,Rio de Janeiro,1829,180,"Barros, Faustino José de"
49129,Nove de Janeiro,"Southeast Brazil, port unspecified",Madagascar,Rio de Janeiro,1829,513,"Lontra, Rafael Inácio da Fonseca"
49130,Pedroso,"Southeast Brazil, port unspecified","Africa., port unspecified",Rio de Janeiro,1829,,
49131,Bom Jesus de Bouças,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1775,,"Teixeira, Antônio José"
